year,marital_status,age,education_years,children,happiness,health,employment_status,party_id
2024,Never married,40,13,5,Pretty happy,Good,Working full time,Strong democrat
2024,Widowed,81,12,4,Pretty happy,Good,Retired,Strong democrat
2024,Divorced,NA,14,1,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,36,20,1,Not too happy,Fair,Keeping house,Not very strong democrat
2024,Never married,62,14,1,Pretty happy,Fair,Working full time,NA
2024,Never married,20,14,0,Pretty happy,Excellent,Working part time,Strong democrat
2024,Never married,20,15,0,Pretty happy,Good,In school,Strong republican
2024,Never married,23,19,0,Very happy,Excellent,In school,Strong republican
2024,Never married,19,14,0,Pretty happy,Good,In school,Strong democrat
2024,Never married,28,18,0,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Never married,69,16,0,Not too happy,Good,Working part time,Not very strong democrat
2024,Never married,25,16,0,Not too happy,Good,"Unemployed, laid off, looking for work","Independent, close to republican"
2024,Married,36,16,NA,Very happy,Good,Working full time,Strong republican
2024,Married,76,14,2,Pretty happy,Excellent,Retired,"Independent, close to democrat"
2024,Married,71,18,2,Very happy,Excellent,Working full time,"Independent, close to democrat"
2024,Married,71,12,2,Pretty happy,Fair,Retired,"Independent, close to democrat"
2024,Married,66,12,4,Pretty happy,Good,Retired,Strong republican
2024,Never married,19,14,0,Pretty happy,Excellent,In school,Strong republican
2024,Married,37,16,4,Very happy,Good,Working part time,Strong republican
2024,Married,50,20,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,36,16,0,Very happy,Good,Working full time,Strong democrat
2024,Married,65,12,2,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,63,16,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,61,18,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,55,12,6,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent, close to democrat"
2024,Never married,24,11,0,Pretty happy,Excellent,Working part time,"Independent (neither, no response)"
2024,Married,54,16,0,Not too happy,Good,"With a job, but not at work because of temporary illness, vacation, strike",Not very strong democrat
2024,Never married,41,20,0,Very happy,Good,Working full time,Strong democrat
2024,Never married,25,14,0,Pretty happy,Excellent,Working full time,Not very strong democrat
2024,Married,82,16,3,Pretty happy,Good,Retired,Strong democrat
2024,Married,37,18,0,Pretty happy,Excellent,Working full time,"Independent, close to democrat"
2024,Never married,65,12,0,Pretty happy,Excellent,Retired,"Independent, close to republican"
2024,Never married,56,14,0,Pretty happy,Good,Working full time,Strong democrat
2024,Married,72,13,0,Pretty happy,Fair,Working part time,Strong democrat
2024,Married,74,20,0,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Married,55,18,2,Not too happy,Good,Working full time,Not very strong republican
2024,Married,55,18,2,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike",Strong republican
2024,Married,53,13,1,Pretty happy,Excellent,Working part time,Strong democrat
2024,Divorced,68,16,2,Not too happy,Good,Retired,Strong democrat
2024,Married,48,13,2,Very happy,Excellent,Working full time,Not very strong democrat
2024,Married,66,14,2,Very happy,Good,Retired,Strong democrat
2024,Married,37,13,0,NA,Good,Working full time,"Independent (neither, no response)"
2024,Never married,18,12,0,Pretty happy,Excellent,Working part time,Not very strong republican
2024,Divorced,53,18,1,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,20,12,0,Not too happy,Fair,In school,"Independent (neither, no response)"
2024,Divorced,36,17,1,Not too happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,61,12,5,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,69,12,3,Pretty happy,Fair,Other,Not very strong republican
2024,Widowed,89,16,3,Pretty happy,Good,Retired,Strong democrat
2024,Widowed,89,10,4,Not too happy,Fair,Retired,Not very strong republican
2024,Widowed,82,12,4,Not too happy,Excellent,Retired,Strong republican
2024,Married,80,16,2,Pretty happy,Excellent,Retired,Strong republican
2024,Divorced,70,18,2,Pretty happy,Good,Retired,Strong democrat
2024,Never married,40,16,1,Pretty happy,Good,Working part time,Not very strong republican
2024,Never married,35,12,0,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,39,12,0,Pretty happy,Fair,Working full time,Not very strong republican
2024,Divorced,64,13,4,Very happy,Fair,Working part time,Not very strong republican
2024,Never married,75,20,0,Not too happy,Good,Working part time,Not very strong republican
2024,Separated,69,17,0,Pretty happy,Good,Retired,Not very strong republican
2024,Married,31,16,0,Very happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,36,16,0,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Separated,36,12,0,Not too happy,Excellent,Working full time,Not very strong republican
2024,Married,33,20,0,Very happy,Good,Working full time,Strong democrat
2024,Never married,43,18,0,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,22,16,0,Not too happy,Fair,Working part time,Strong democrat
2024,Married,NA,12,2,Very happy,Excellent,Retired,"Independent (neither, no response)"
2024,Widowed,78,14,0,Pretty happy,Good,Retired,Not very strong republican
2024,Never married,46,18,0,Pretty happy,Excellent,Working full time,Strong republican
2024,Divorced,80,16,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,65,18,0,Pretty happy,Good,Working part time,Strong democrat
2024,Married,65,14,4,Pretty happy,Good,Keeping house,Strong republican
2024,Married,67,16,3,Pretty happy,Fair,Retired,Not very strong republican
2024,Never married,46,14,0,Pretty happy,Good,Working part time,"Independent, close to republican"
2024,Never married,33,15,0,Not too happy,Excellent,Working full time,Strong republican
2024,Married,46,16,2,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,51,16,3,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,49,13,4,Not too happy,Fair,Working full time,"Independent, close to democrat"
2024,Separated,59,12,2,Not too happy,Good,Other,"Independent, close to republican"
2024,Married,48,9,4,Pretty happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,57,12,5,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,74,14,0,Pretty happy,Good,Retired,Strong democrat
2024,Married,43,14,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,50,13,6,Very happy,Fair,Working full time,Not very strong republican
2024,Married,52,14,5,Pretty happy,Poor,Working full time,"Independent, close to democrat"
2024,Never married,28,16,1,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,26,16,0,Pretty happy,Excellent,In school,"Independent, close to republican"
2024,Married,34,14,0,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Never married,48,17,5,Pretty happy,Good,Other,"Independent, close to democrat"
2024,Divorced,64,14,1,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Never married,35,14,0,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,22,16,0,Not too happy,Good,In school,Strong democrat
2024,Never married,31,16,0,Not too happy,Excellent,In school,Strong democrat
2024,Divorced,56,11,1,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,22,16,0,Pretty happy,Good,Working part time,Strong democrat
2024,Married,65,12,2,Not too happy,Good,Working full time,Not very strong republican
2024,Married,37,14,2,Pretty happy,Good,Working full time,Not very strong democrat
2024,Divorced,81,14,3,Pretty happy,Fair,Retired,"Independent, close to democrat"
2024,Never married,38,13,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,66,20,0,Not too happy,Fair,Working full time,"Independent, close to democrat"
2024,Married,41,20,1,Pretty happy,Good,Working full time,Not very strong democrat
2024,Married,49,17,0,Very happy,Good,Keeping house,Not very strong democrat
2024,Divorced,76,18,1,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Married,28,17,0,Very happy,Good,Working full time,Not very strong republican
2024,Married,37,18,1,Pretty happy,Good,Working full time,Strong democrat
2024,Divorced,46,12,3,Pretty happy,Good,Working full time,Not very strong republican
2024,Widowed,85,14,2,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Never married,25,16,0,Pretty happy,Good,Working full time,Not very strong republican
2024,Widowed,67,17,1,Not too happy,Good,Retired,Strong democrat
2024,Divorced,52,12,2,Pretty happy,Fair,Other,Not very strong republican
2024,Widowed,58,11,5,Not too happy,Poor,Other,Not very strong democrat
2024,Separated,67,15,7,Pretty happy,Good,Keeping house,Strong democrat
2024,Divorced,60,16,1,Very happy,Good,Working full time,Strong democrat
2024,Never married,26,12,3,Pretty happy,Good,In school,"Independent (neither, no response)"
2024,Divorced,45,12,3,Not too happy,Fair,Working full time,Not very strong republican
2024,Never married,43,17,1,Not too happy,Fair,Working full time,Not very strong republican
2024,Never married,53,18,0,Pretty happy,Good,NA,Strong democrat
2024,Never married,26,7,0,Not too happy,Good,Working full time,Not very strong democrat
2024,Never married,69,12,1,Not too happy,Fair,Retired,Strong democrat
2024,Never married,63,16,0,Pretty happy,Good,Retired,Strong republican
2024,Married,32,14,1,Pretty happy,Fair,Working full time,Strong democrat
2024,Married,67,18,0,Pretty happy,Excellent,Retired,Other party
2024,Never married,53,12,0,Pretty happy,Good,Keeping house,Strong republican
2024,Widowed,76,13,1,Pretty happy,Good,Retired,Strong democrat
2024,Never married,46,9,0,Pretty happy,Fair,Retired,Strong republican
2024,Never married,47,14,0,Pretty happy,Fair,Working full time,Strong democrat
2024,Never married,29,16,0,Pretty happy,Excellent,In school,Strong democrat
2024,Never married,22,18,0,Pretty happy,Good,In school,Strong democrat
2024,Never married,19,14,0,Pretty happy,Good,Working part time,"Independent, close to democrat"
2024,Never married,36,19,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,NA,16,NA,Not too happy,Fair,Working full time,Strong democrat
2024,Divorced,33,13,3,Not too happy,Fair,Other,"Independent, close to republican"
2024,Never married,21,16,0,Very happy,Excellent,Working full time,Strong republican
2024,Married,NA,12,3,Very happy,Good,Working full time,"Independent, close to democrat"
2024,Married,38,18,0,Pretty happy,Good,Working full time,Strong democrat
2024,Married,65,16,0,Pretty happy,Excellent,Keeping house,Strong democrat
2024,Never married,19,12,0,Pretty happy,Excellent,Keeping house,Strong democrat
2024,Never married,33,16,0,Not too happy,Excellent,Working full time,"Independent, close to democrat"
2024,Never married,37,20,0,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,75,16,0,Pretty happy,Good,Retired,Not very strong democrat
2024,Married,73,14,1,Pretty happy,Good,Retired,Strong republican
2024,Divorced,54,12,0,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,68,13,1,Very happy,Excellent,Retired,"Independent, close to democrat"
2024,Never married,19,13,0,Pretty happy,Excellent,Working part time,Not very strong republican
2024,Married,37,16,2,Pretty happy,Excellent,Retired,"Independent, close to republican"
2024,Never married,36,9,4,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Divorced,67,9,4,Not too happy,Fair,Retired,Not very strong democrat
2024,Married,58,14,2,Very happy,Good,Working full time,Not very strong republican
2024,Divorced,88,12,3,Not too happy,Poor,Retired,"Independent (neither, no response)"
2024,Separated,46,14,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,35,18,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Divorced,46,14,2,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,61,16,0,Very happy,Fair,Retired,Strong democrat
2024,Divorced,43,12,7,Pretty happy,Poor,Working part time,"Independent (neither, no response)"
2024,Divorced,62,13,4,Pretty happy,Excellent,Working part time,"Independent, close to republican"
2024,Married,49,16,2,Pretty happy,Excellent,Working full time,Strong democrat
2024,Never married,20,12,0,Not too happy,Good,In school,"Independent (neither, no response)"
2024,Married,NA,12,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,27,17,0,Not too happy,Excellent,Working full time,"Independent, close to republican"
2024,Married,46,18,2,Pretty happy,Good,Working full time,Not very strong democrat
